,product_sku,stock_code
594,GGOEGAFB035814,22049
595,GGOEGAAC032115,22137
596,GGOEGAAJ032817,22306
597,GGOEYAEB035616,22095
598,GGOEGOCB017499,20711
599,GGOEGCBQ016499,20717
600,GGOEAAAP081217,20734
601,GGOEAAAJ031914,20735
602,GGOEGAEB084516,20960
603,GGOEGAEB084513,21242
604,GGOEGAEQ027915,21864
605,GGOEGALJ036415,21976
606,GGOEGAXQ067129,16016
607,GGOEGAXQ067155,20910
608,GGOEGAEJ028013,22192
609,GGOEGALB034117,21818
610,GGOEYHPB072210,20661
611,GGOEAHPB076113,20773
612,GGOEAHPB076114,21850
613,GGOEYAAJ032513,20652
614,GGOEYAAJ032515,21845
615,GGOEYAAJ032516,20854
616,GGOEYAAJ032517,20657
617,GGOEYAXR066128,20774
618,GGOEYAXR066129,21642
619,GGOEYAXR066130,16238
620,GGOEYAXR066155,21054
621,GGOEYAYR068624,20669
622,GGOEYAYR068625,21040
623,GGOEYAYR068626,21937
624,GGOEYAYR068656,21287
625,GGOEYOCR077799,22307
626,GGOEYAFB073113,20829
627,GGOEAAEJ030914,21721
628,GGOEACCQ017299,21947
629,GGOEAAAP081213,21726
630,GGOEGAEJ031313,21243
631,GGOEGAEJ031314,20697
632,GGOEGAAJ059116,20699
633,GGOEGAEJ030814,22117
634,GGOEGOAB022499,21579
635,GGOEGATB060213,17109
636,GGOEGAAQ057215,21011
637,GGOEGAEJ035313,21363
638,GGOEYAEJ029013,22079
639,GGOEGAEC029113,21626
640,GGOEGADJ059713,21716
641,GGOEADHH073999,11001
642,GGOEAAEJ035715,20936
643,GGOEGADB056614,22305
644,GGOEGAAX0100,21824
645,GGOEGEVB070599,21823
646,GGOEGESB015199,20856
647,GGOEAAAH083313,22256
648,GGOEAAAC080913,21447
649,GGOEGAFJ036213,22185
650,GGOEGALB034115,21787
651,GGOEGEHQ024099,22243
652,GGOEGESQ016799,21555
653,GGOEGAAJ057015,21556
654,GGOEGAAJ032815,21055
655,GGOEGAEJ035316,21358
656,GGOEAAAJ031915,22021
657,GGOEGAER029713,20684
658,GGOEAAAH083317,21110
659,GGOEYAEJ029515,21445
660,GGOEGAAJ073414,22242
661,GGOEYAFB073116,21294
662,GGOEAAAJ032913,21468
663,GGOEGATB060416,21466
664,GGOEAAAP081214,22123
665,GGOEAAAL081115,21836
666,GGOEGAAQ033916,21413
667,GGOEGALJ060114,21682
668,GGOEGAAJ059114,21664
669,GGOEGAPB057812,21090
670,GGOEYAEJ029014,21209
671,GGOEGOAB021499,21635
672,GGOEAAAP081216,21467
673,GGOEGAPJ058014,21983
674,GGOEGALP036313,21351
675,GGOEGAPJ058017,15039
676,GGOEGAYQ069056,16011
677,GGOEAAAJ032916,21785
678,GGOEAAAH083315,21650
679,GGOEGADB059616,21808
680,GGOEGALJ057914,22100
681,GGOEGADB056915,20764
682,GGOEGAXJ065555,21723
683,GGOEYAAQ031715,21187
684,GGOEGADJ059715,21696
685,GGOEGAYT068524,22034
686,GGOEGAXQ067128,20980
687,GGOEGAEA030413,21340
688,GGOEAAEJ033414,21761
689,GGOEGAPB058215,21630
690,GGOEGAFJ036215,21811
691,GGOEGADB059214,21809
692,GGOEAAEJ028215,21580
693,GGOEGAEQ027916,22231
694,GGOEGAXR066055,21657
695,GGOEGAYT068525,21106
696,GGOEGAAC032113,22093
697,GGOEGAAC032114,22091
698,GGOEGATJ060513,22097
699,GGOEGAXC065228,22098
700,GGOEGAYH067956,20748
701,GGOEGADC059315,22129
702,GGOEGHPB080410,20702
703,GGOEGADJ056816,21683
704,GGOEYAQB073216,21867
705,GGOEAAAJ032914,15034
706,GGOEGADJ059714,21624
707,GGOEGCVB072399,20671
708,GGOEGALL074615,21904
709,GGOEGAPB057515,22199
710,GGOEGAAB033815,21122
711,GGOEGESB015099,21126
712,GGOEGAEC033116,21038
713,GGOEGAER029714,16014
714,GGOEGALB034113,21817
715,GGOEGALB034116,21695
716,GGOEYAEA035115,21688
717,GGOEGAEJ035314,22074
718,GGOEGDHJ082599,21819
719,GGOEYOCR077399,21018
720,GGOEGAAB058914,21497
721,GGOEGAAJ032715,22252
722,GGOEGAYC068356,22313
723,GGOEGADB056714,21401
724,GGOEGEVA022399,21306
725,GGOEGAAL059015,21311
726,GGOEGAAJ032614,21307
727,GGOEGAXR066029,21277
728,GGOEGATJ060516,21115
729,GGOEGADB059614,21616
730,GGOEGOCT019199,22096
731,GGOEGBPB021199,21894
732,GGOEGGCX056499,20768
733,GGOEAAEJ035714,20659
734,GGOEGAAJ059115,20985
735,GGOEGOCB078299,22134
736,GGOEGAPB058612,21202
737,GGOEGADB059615,21822
738,GGOEGADJ056815,21910
739,GGOEGAEC033115,21613
740,GGOEGADC059514,21609
741,GGOEAAAJ032917,21693
742,GGOEGACB023699,21804
743,GGOEGADB056916,22157
744,GGOEAHPJ004213,20771
745,GGOEAHPJ004314,20765
746,GGOEGCBB074399,22283
747,GGOEGFQB013799,16010
748,GGOEGOAR013599,21167
749,GGOEAHPB076115,21713
750,GGOEAAEH035213,20802
751,GGOEGAEA030414,22052
752,GGOEAAEJ033415,20781
753,GGOEGADB059617,22073
754,GGOEGALQ034215,17012
755,GGOEGCNB021099,20622
756,GGOEGAAJ032616,20696
757,GGOEGAAJ032716,20716
758,GGOEGALL074614,20782
759,GGOEGETB023799,20847
760,GGOEAAEH035217,21279
761,GGOEGAEA030415,21291
762,GGOEGALQ034213,21319
763,GGOEAAEJ033413,21359
764,GGOEGHPB003410,21397
765,GGOEAAAJ032915,21627
766,GGOEGATB060614,21632
767,GGOEAAEH035215,21641
768,GGOEGATB060617,21777
769,GGOEGALQ034214,22068
770,GGOEGADB059215,22106
771,GGOEGATB060613,22108
772,GGOEAAEH035216,22124
773,GGOEGAAB033817,22165
774,GGOEYAFB073117,22184
775,GGOEGALQ034216,22221
776,GGOEGAEJ030813,22223
777,GGOEGBFC018799,22260
778,GGOEGADJ059814,22261
779,GGOEGAAJ032314,22262
780,GGOEGATB060615,22282
781,GGOEGAEA030416,22279
782,GGOEAAWN062648,22280
783,GGOEAAWN062649,20996
784,GGOEAAWN062650,21188
785,GGOEYAEJ029613,21189
786,GGOEGAAJ032315,21253
787,GGOEGOAJ021599,21265
788,GGOEGAAJ057018,21281
789,GGOEGAPB058214,21366
790,GGOEYAEB035615,21389
791,GGOEGOCD078199,21391
792,GGOEGAEC033114,21403
793,GGOEYAEJ029616,21534
794,GGOEYAFB073114,21618
795,GGOEGAAJ032316,21648
796,GGOEGAAJ032615,21758
797,GGOEAAEJ030915,21812
798,GGOEAAQB036116,21847
799,GGOEGAER029715,21873
800,GGOEAHPA004110,21943
801,GGOEGAAJ057017,22104
802,GGOEGALQ034217,10125
803,GGOEGBMC056599,15044
804,GGOEGAAQ057216,20762
805,GGOEGAAH034014,20803
806,GGOEGBMB073799,20867
807,GGOEGEVR014999,18007
808,GGOEYAEJ029514,21676
809,GGOEAAAH083316,21720
810,GGOEAAAL081116,21289
811,GGOEGAAH034016,21292
812,GGOEGADB059216,22127
813,GGOEGAAC032116,20903
814,GGOEGADB057316,20897
815,GGOEGAER035515,21973
816,GGOEAAAH083314,21622
817,GGOEGALJ034413,21162
818,GGOEGADJ057115,22119
819,GGOEAOCH077899,22233
820,GGOEGEVB070899,22176
821,GGOEGEVB071799,16169
822,GGOEGADB059217,20769
823,GGOEGAQB036013,20731
824,GGOEGCBN016899,21226
825,GGOEGAAB058916,22203
826,GGOEGALP034317,21089
827,GGOEGBRP037599,21647
828,GGOEGDHQ014899,21692
829,GGOEAAAC080916,20775
830,GGOEGAEC029115,21576
831,GGOEGADB056615,20861
832,GGOEYAAQ031716,21827
833,GGOEAAXC066428,21495
834,GGOEAAXC066429,17007
835,GGOEAAXC066430,21644
836,GGOEAAXC066455,21744
837,GGOEAAXJ066229,21746
838,GGOEAAXJ066255,18094
839,GGOEAAXN066328,21471
840,GGOEAAXN066329,22085
841,GGOEAAXN066330,20772
842,GGOEAAXN066355,21814
843,GGOEAAYC068724,21336
844,GGOEAAYC068725,22050
845,GGOEAAYC068726,21680
846,GGOEAAYC068756,20819
847,GGOEAAYJ068824,21547
848,GGOEAAYJ068826,17021
849,GGOEAAYJ068856,21000
850,GGOEGAWC062848,21001
851,GGOEGAWC062849,21028
852,GGOEGAWC062850,21124
853,GGOEGAWH061348,21171
854,GGOEGAWH061349,21204
855,GGOEGAWH061350,21222
856,GGOEGAWH061353,21251
857,GGOEGAWH061354,21367
858,GGOEGAWN062748,21375
859,GGOEGAWN062749,21448
860,GGOEGAWN062750,21595
861,GGOEGAWQ062948,21684
862,GGOEGAWQ062953,21705
863,GGOEGAWR061149,21775
864,GGOEGAWR061150,22101
865,GGOEGAWR061153,22217
866,GGOEGAWR061154,16236
867,GGOEGALP036314,21617
868,GGOEYAWJ061453,20857
869,GGOEGAXR066028,21789
870,GGOEGAXL065928,17038
871,GGOEGAXR066030,22211
872,GGOEGAAJ073416,22026
873,GGOEGAYH068456,21709
874,GGOEGAUC057717,20839
875,GGOEGAAQ033918,20780
876,GGOEGAFJ036214,16052
877,GGOEGAXC065230,16219
878,GGOEGAYH067924,17129
879,GGOEGAYH067925,20653
880,GGOEGAYL068125,20763
881,GGOEGAYL068156,20801
882,GGOEGAYC068326,20866
883,GGOEGAXC065255,20892
884,GGOEGADJ059717,21065
885,GGOEGAAJ073016,21316
886,GGOEAAAC080917,21441
887,GGOEGADC059515,21666
888,GGOEGAAH034013,22293
889,GGOEGAAL059013,21410
890,GGOEGESC014699,21689
891,GGOEGAYL068126,22194
892,GGOEYAWJ061449,20663
893,GGOEGAAB058915,20777
894,GGOEGARJ058413,20794
895,GGOEGAYH068425,20931
896,GGOEGAYQ068925,21269
897,GGOEGAWR061148,21324
898,GGOEGAAQ057214,21634
899,GGOEYAWJ061448,21656
900,GGOEYAEJ029614,21662
901,GGOEGAYQ068956,21792
902,GGOEAAAL081117,21794
903,GGOEAAEJ030917,22048
904,GGOEGAXL065955,22057
905,GGOEGOAB016099,22051
906,GGOEYAWJ061450,21686
907,GGOEGAAL059018,21197
908,GGOEGOAB021699,22092
909,GGOEGDHJ023099,21246
910,GGOEGBJB022599,21376
911,GGOEGADJ059815,20618
912,GGOEGAAJ080715,21694
913,GGOEAAXJ066228,22265
914,GGOEAAQB036114,22063
915,GGOEGAXL065930,20906
916,GGOEGAXJ065528,21275
917,GGOEGAYC068324,16168
918,GGOEGAXJ065529,17013
919,GGOEGAXJ065530,17096
920,GGOEWALJ082715,20616
921,GGOEGOAC016199,20662
922,GGOEGALJ060113,20761
923,GGOEGADB056715,21285
924,GGOEGEVB070499,21442
925,GGOEGAEJ029914,21717
926,GGOEGATB060215,21718
927,GGOEGAAJ073017,21749
928,GGOEGOGA016299,21750
929,GGOEAAAJ080815,22025
930,GGOEGAXC065655,22164
931,GGOEYAAQ031714,22145
932,GGOEGAPB057815,22152
933,GGOEGAAB033816,20695
934,GGOEGAAL059016,21690
935,GGOEAAAC080914,21123
936,GGOEAAQB036115,20849
937,GGOEYDHJ019399,21661
938,GGOEYOBR078599,21190
939,GGOEAAXJ066230,21628
940,GGOEGAXJ065730,22254
941,GGOEGAYH068424,21615
942,GGOEGAAJ073015,22236
943,GGOEGAXC065229,21629
944,GGOEGAYQ068924,21382
945,GGOEYAEB035613,20707
946,GGOEGAAJ057014,21120
947,GGOEGOAR021999,21264
948,GGOEGAXC065630,21284
949,GGOEGALQ058116,22201
950,GGOEGAXC065629,22269
951,GGOEGAAJ073417,16015
952,GGOEGADB057315,16008
953,GGOEAOCH014199,20778
954,GGOEGALJ072913,20758
955,GGOEGBRB073899,21535
956,GGOEYHPA003610,21128
957,GGOEGAAL059014,21132
958,GGOEGAXL065929,21879
959,GGOEGAXC065628,21186
960,GGOEGARJ058415,22218
961,GGOEGAYH067926,21144
962,GGOEAAAJ032414,21317
963,GGOEAAFB035914,21895
964,GGOEGAQB036015,21562
965,GGOEYAAQ031713,16048
966,GGOEGOAA017099,20700
967,GGOEAAEJ028213,20932
968,GGOEWALJ083413,22263
969,GGOEGOAQ015999,17164
970,GGOEGEVB070699,22053
971,GGOEADHH015499,21131
972,GGOEADHJ015599,20654
973,GGOEGOAB012999,17165
974,GGOEGDHC082299,22291
975,GGOEGBMB073599,15058
976,GGOEYAEB031414,20868
977,GGOEGAYQ068926,21742
978,GGOEGAAJ080717,22229
979,GGOEGAYT068526,22228
980,GGOEGAER035514,16054
981,GGOEYAQB073214,22055
982,GGOEGAQB036014,21454
983,GGOEGEVJ023999,21318
984,GGOEGAEJ035315,21418
985,GGOEGADB056913,21420
986,GGOEGAPB057814,22286
987,GGOEGDHC022999,22287
988,GGOEGADB056716,22102
989,GGOEAHPJ004415,16033
990,GGOEGEVB071299,20830
991,GGOEYOLR080599,20831
992,GGOEGAEQ027914,21378
993,GGOEGAAL059017,22230
994,GGOEYAQB073215,22232
995,GGOEYOCR078099,20793
996,GGOEGAAJ073013,20664
997,GGOEAAYJ068825,20670
998,GGOEAAAJ032415,21946
999,GGOEAAEJ033416,20666
1000,GGOEGAXJ065729,16216
1001,GGOEGAHB057413,22241
1002,GGOEYAQB073213,21248
1003,GGOEGADJ056817,21736
1004,GGOEAAAC080915,21620
1005,GGOEAAAJ032416,20617
1006,GGOEGADJ059716,21194
1007,GGOEGDHG014499,21972
1008,GGOEGHPL003113,22281
1009,GGOEGBJR018199,22289
1010,GGOEGDHB072199,20704
1011,GGOEYAEB030014,20818
1012,GGOEGAEJ030714,21199
1013,GGOEGAAJ080716,21293
1014,GGOEGEFR024199,22047
1015,GGOEGBMC073699,22214
1016,GGOEGAEJ033315,21331
1017,GGOEGADB056914,21654
1018,GGOEGAAJ073014,20848
1019,GGOEGATB060417,20826
1020,GGOEGHPL003214,21145
1021,GGOEGAYR023499,21473
1022,GGOEYAEB030013,20860
1023,GGOEGAEJ030713,22270
1024,GGOEGAEJ033314,21631
1025,GGOEGDHB072099,20705
1026,GGOEGAER033214,22204
1027,GGOEGAYC068325,22303
1028,GGOEAAWQ063048,20871
1029,GGOEAAWQ063049,21160
1030,GGOEAAWQ063053,21386
1031,GGOEGHPA003010,22257
1032,GGOEGATJ060514,22258
1033,GGOEGADB057317,22259
1034,GGOEGHPL003315,22033
1035,GGOEAAWC061648,22032
1036,GGOEAAWC061649,21707
1037,GGOEAAWC061650,17014
1038,GGOEAAWC061653,22302
1039,GGOEAAWC061654,21196
1040,GGOEAAWH061548,22062
1041,GGOEAAWH061549,22040
1042,GGOEAAWH061550,21348
1043,GGOEAAWH061553,21400
1044,GGOEAAWH061554,21043
1045,GGOEGAWC061248,21208
1046,GGOEGAWC061249,21425
1047,GGOEGAWC061250,17011
1048,GGOEGAWC061253,21491
1049,GGOEGAWC061254,20619
1050,GGOEGAXJ065755,21633
1051,GGOEGALB059913,22249
1052,GGOEGALB059914,21708
1053,GGOEGALB059915,20694
1054,GGOEGALB059916,20869
1055,GGOEGALB059917,20954
1056,GGOEGALL060013,21372
1057,GGOEGALL060014,21455
1058,GGOEGALL060015,22206
1059,GGOEGALL060016,21424
1060,GGOEGALL060017,20934
1061,GGOEGAUB058312,21374
1062,GGOEGAUB058313,21402
1063,GGOEGAUB058314,21365
1064,GGOEGAUB058315,21009
1065,GGOEGAUB058316,21793
1066,GGOEGAUB058317,21503
1067,GGOEGAEB031516,16207
1068,GGOEGAAJ080713,21747
1069,GGOEGALH036716,22148
1070,GGOEGAXH065355,21198
1071,GGOEAAAJ034514,22066
1072,GGOEGALH036714,22220
1073,GGOEGADJ059813,22138
1074,GGOEAAAJ034515,16045
1075,GGOEAAAQ032015,21394
1076,GGOEGAER033217,22046
1077,GGOEGAHB057417,21270
1078,GGOEAAEB031616,22247
1079,GGOEAAEJ029315,16206
1080,GGOEGAAJ080714,20701
1081,GGOEGDWC020199,21129
1082,GGOEGAEB031515,22268
1083,GGOEGAXH065330,20785
1084,GGOEGAXH065328,21763
1085,GGOEYAEA030514,20933
1086,GGOEGAER033215,21278
1087,GGOEGAXT065455,21084
1088,GGOEGAER029213,21088
1089,GGOEYAAB034615,21096
1090,GGOEADHB014799,22266
1091,GGOEGATB060217,22267
1092,GGOEGAWC062150,21003
1093,GGOEAAEB031615,21757
1094,GGOEGCLB020832,21332
1095,GGOEGDHG082499,21369
1096,GGOENEBB079399,21280
1097,GGOEGAYT068556,21667
1098,GGOEYAEA030513,20698
1099,GGOEGAEJ030716,21655
1100,GGOEYAAB034614,16162
1101,GGOEYAEB030016,22103
1102,GGOEAAEB030213,21371
1103,GGOEGAEL031113,21117
1104,GGOEGAEL031114,21459
1105,GGOEGAEL031115,21460
1106,GGOEGAEL031116,21897
1107,GGOEGAEL031117,21594
1108,GGOEGAXJ065728,21082
1109,GGOEGALH036715,21368
1110,GGOEYAEJ033516,17174
1111,GGOEYHPA003510,21461
1112,GGOEAAEC029416,21458
1113,GGOEAAAQ032014,20845
1114,GGOEGAHB057418,20795
1115,GGOEGAEJ030715,21926
1116,GGOEGAAJ059117,20756
1117,GGOEGAER033213,21320
1118,GGOEYAWR062349,22125
1119,GGOEYAAB034616,21457
1120,GGOEAAEB031214,21456
1121,GGOEYAAB034613,22146
1122,GGOEGATB060415,21476
1123,GGOEYAAB034617,21344
1124,GGOEAAQB036113,20898
1125,GGOEYAEB031415,20851
1126,GGOEAAEB031216,17028
1127,GGOEAAEJ029314,17136
1128,GGOEGAER029216,22038
1129,GGOEAAEB031613,21228
1130,GGOEAAEB031614,21636
1131,GGOEGAEJ033316,21898
1132,GGOEGAER029214,21681
1133,GGOEAAWC062449,20837
1134,GGOEGATB060616,21087
1135,GGOEGAYH068426,21414
1136,GGOENEBB079299,10080
1137,GGOEGDHB071999,17001
1138,GGOEGAEJ033313,20820
1139,GGOEAAFB035916,20796
1140,GGOEAAEB030216,16020
1141,GGOEYAWR062348,16248
1142,GGOEGAWC062149,21841
1143,GGOEAAAJ034513,16202
1144,GGOEYAEJ033514,21395
1145,GGOEAAEJ029313,16259
1146,GGOEGAER033216,21637
1147,GGOEGAQJ058714,21770
1148,GGOEGAXT065428,15030
1149,GGOEAAAQ032016,21839
1150,GGOEYAWR062350,21614
1151,GGOEGAXT065430,20821
1152,GGOEGADJ059416,22039
1153,GGOEGAQJ058715,20703
1154,GGOEGARJ058416,20823
1155,GGOEGADB059213,20827
1156,GGOEGAHB057416,20997
1157,GGOEGAEJ033317,16049
1158,GGOEYAEA030516,16244
1159,GGOEGAER029217,20840
1160,GGOEGAYL068124,20838
1161,GGOEAAEJ029317,20816
1162,GGOEGARJ058414,20835
1163,GGOEGAQJ058716,20836
1164,GGOEYAEJ033515,20964
1165,GGOEWALJ083416,16151
1166,GGOEAAEB031213,21310
1167,GGOEGAEB031513,20667
1168,GGOEGAHB057414,21373
1169,GGOEGADJ059415,16043
1170,GGOEAAWC062450,20901
1171,GGOEGAER029215,16254
1172,GGOEAAEB031617,22016
1173,GGOEGAXT065429,21816
1174,GGOEGAXH065329,20935
1175,GGOEAAWC062448,20678
1176,GGOEAAAJ034516,17191
1177,GGOEGADJ059413,21370
